,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-2-14/20140505_225000.wav,49.46512199036979,2014,4a,144.5,2014-05-05 22:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140615_221300.wav,49.35571050915672,2014,5a,281.5,2014-06-15 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140416_003600.wav,49.3490966449595,2014,5a,261.0,2014-04-16 00:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140325_212300.wav,49.28700400464992,2014,5a,266.0,2014-03-25 21:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-15-14/20140515_205700.wav,49.22659188832722,2014,6a,108.5,2014-05-15 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140515_225700.wav,49.12012862436823,2014,4a,142.0,2014-05-15 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140505_235000.wav,49.052647420215294,2014,6a,198.5,2014-05-05 23:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140324_202200.wav,49.033824026531605,2014,6a,275.0,2014-03-24 20:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140414_223600.wav,49.02207508213435,2014,5a,51.0,2014-04-14 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140515_195700.wav,49.00461245221718,2014,5a,255.0,2014-05-15 19:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-21-14/20140425_004200.wav,48.87930272961325,2014,6a,268.0,2014-04-25 00:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-7-14/20140707_231500.wav,48.83821476604965,2014,5a,240.0,2014-07-07 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140416_203700.wav,48.563511209117024,2014,5a,5.0,2014-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-2-14/20140605_230900.wav,48.51817439408903,2014,5a,103.0,2014-06-05 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140325_232300.wav,48.17100866740301,2014,4a,290.0,2014-03-25 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140327_192400.wav,48.12433770299722,2014,5a,29.0,2014-03-27 19:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140319_211900.wav,47.99379379476672,2014,4a,131.0,2014-03-19 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140417_233800.wav,47.95468955816074,2014,5a,5.0,2014-04-17 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-17-14/20140318_001700.wav,47.94302663413497,2014,5a,268.5,2014-03-18 00:17:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-2-14/20140602_220800.wav,47.886552916631054,2014,6a,49.5,2014-06-02 22:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-17-14/20140320_221900.wav,47.79521974504914,2014,5a,110.5,2014-03-20 22:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140415_233600.wav,47.67743754722333,2014,5a,285.5,2014-04-15 23:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-21-14/20140424_194200.wav,47.674501592211314,2014,4a,255.0,2014-04-24 19:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-14-14/20140417_233800.wav,47.674340922425685,2014,4a,112.0,2014-04-17 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140510_235300.wav,47.6191987077339,2014,6a,215.5,2014-05-10 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140708_211500.wav,47.60262832723112,2014,6a,63.0,2014-07-08 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140504_194900.wav,47.47221245062696,2014,5a,131.0,2014-05-04 19:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140326_202300.wav,47.40644646031817,2014,6a,164.0,2014-03-26 20:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-21-14/20140424_204200.wav,47.36732295816008,2014,5a,270.0,2014-04-24 20:42:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140310_201300.wav,47.317664672997424,2014,5a,137.0,2014-03-10 20:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140416_193700.wav,47.28742207506178,2014,5a,263.0,2014-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140719_221200.wav,47.215048308404576,2014,6a,153.0,2014-07-19 22:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-12-14/20140613_001200.wav,47.211953449796376,2014,4a,258.5,2014-06-13 00:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140414_213600.wav,47.20913666447824,2014,5a,174.0,2014-04-14 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-14-14/20140414_203600.wav,47.05178354008649,2014,4a,291.5,2014-04-14 20:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-15-14/20140515_215700.wav,47.01001404337651,2014,6a,211.0,2014-05-15 21:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-2-14/20140506_005000.wav,46.99725564576578,2014,4a,17.5,2014-05-06 00:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140719_231200.wav,46.93583350267806,2014,4a,7.0,2014-07-19 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-2-14/20140603_200800.wav,46.79948856323133,2014,6a,263.5,2014-06-03 20:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140505_205000.wav,46.53718003202897,2014,6a,222.0,2014-05-05 20:50:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140325_232300.wav,46.5106771879813,2014,6a,297.0,2014-03-25 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-14-14/20140416_203700.wav,46.4816004773851,2014,4a,186.5,2014-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-15-14/20140516_195700.wav,46.407559216219305,2014,6a,237.0,2014-05-16 19:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140622_201500.wav,46.31042353896299,2014,4a,233.5,2014-06-22 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-31-14/20140403_002800.wav,46.26472779857375,2014,4a,135.5,2014-04-03 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140312_231400.wav,46.22318396419893,2014,5a,215.5,2014-03-12 23:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140708_231500.wav,46.131625926850205,2014,6a,244.0,2014-07-08 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140726_200800.wav,46.12644002183544,2014,6a,89.0,2014-07-26 20:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-15-14/20140517_195800.wav,46.07440221892942,2014,6a,152.5,2014-05-17 19:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140724_230900.wav,46.053689280848765,2014,4a,118.0,2014-07-24 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140724_200900.wav,46.00828890189278,2014,4a,35.5,2014-07-24 20:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140313_001400.wav,45.99371931097412,2014,5a,84.5,2014-03-13 00:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140511_215400.wav,45.66182691344064,2014,6a,11.5,2014-05-11 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140410_233300.wav,45.5633988346294,2014,4a,244.0,2014-04-10 23:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140327_002300.wav,45.407802686048456,2014,4a,123.5,2014-03-27 00:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/6-12-14/20140614_201300.wav,45.26898592635763,2014,5a,174.0,2014-06-14 20:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-14-14/20140418_003800.wav,45.19084804196613,2014,4a,113.5,2014-04-18 00:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-17-14/20140319_191900.wav,45.18522797358119,2014,5a,293.0,2014-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140415_213600.wav,45.169650087085785,2014,6a,138.5,2014-04-15 21:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140408_213200.wav,45.126060860143056,2014,6a,107.5,2014-04-08 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-2-14/20140504_004800.wav,45.0562812221722,2014,4a,152.0,2014-05-04 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140326_232300.wav,45.03625974901669,2014,6a,72.5,2014-03-26 23:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-21-14/20140421_214000.wav,45.023105943043255,2014,4a,134.0,2014-04-21 21:40:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-2-14/20140604_230900.wav,44.95796309375463,2014,6a,256.5,2014-06-04 23:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140724_210900.wav,44.95711726884152,2014,4a,37.0,2014-07-24 21:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140408_203200.wav,44.93395355033343,2014,6a,181.5,2014-04-08 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140503_204800.wav,44.90882544389627,2014,5a,16.5,2014-05-03 20:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140417_213800.wav,44.84537121221367,2014,5a,271.5,2014-04-17 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140621_221500.wav,44.53150961876218,2014,4a,147.0,2014-06-21 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140327_212400.wav,44.41960081969076,2014,5a,214.0,2014-03-27 21:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140515_235700.wav,44.292384815286205,2014,4a,49.5,2014-05-15 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140619_201500.wav,44.26958616322893,2014,4a,220.5,2014-06-19 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140724_200900.wav,44.22458210739638,2014,6a,292.5,2014-07-24 20:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140327_202400.wav,44.20618007905728,2014,5a,183.0,2014-03-27 20:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-2-14/20140504_214900.wav,44.16722306613241,2014,6a,171.0,2014-05-04 21:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140313_231500.wav,44.12671065787271,2014,5a,281.5,2014-03-13 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-15-14/20140515_205700.wav,44.11932392014605,2014,5a,207.5,2014-05-15 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-15-14/20140517_225800.wav,44.09580130975774,2014,6a,133.0,2014-05-17 22:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-8-14/20140509_195300.wav,44.08646475656911,2014,4a,15.0,2014-05-09 19:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140717_201200.wav,43.85241668708162,2014,4a,42.5,2014-07-17 20:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140516_225700.wav,43.7674918240762,2014,4a,85.0,2014-05-16 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140415_223600.wav,43.704307971147976,2014,6a,19.5,2014-04-15 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140516_235700.wav,43.61577427299365,2014,4a,228.0,2014-05-16 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-7-14/20140708_231500.wav,43.385219288306615,2014,5a,243.0,2014-07-08 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-17-14/20140720_201100.wav,43.34714869379921,2014,4a,290.0,2014-07-20 20:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140324_232200.wav,43.29989055387235,2014,4a,56.5,2014-03-24 23:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140509_005200.wav,43.26519676588034,2014,6a,262.0,2014-05-09 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140328_002400.wav,43.18907427839078,2014,4a,260.5,2014-03-28 00:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-17-14/20140718_201200.wav,43.13854790132986,2014,6a,1.0,2014-07-18 20:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-2-14/20140602_200800.wav,43.13617424056582,2014,4a,201.5,2014-06-02 20:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140410_193300.wav,43.11824262134984,2014,6a,219.5,2014-04-10 19:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140324_202200.wav,43.083276587742496,2014,5a,176.5,2014-03-24 20:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140504_204900.wav,43.00505885853093,2014,5a,3.0,2014-05-04 20:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-7-14/20140709_221500.wav,42.87993995313235,2014,6a,35.5,2014-07-09 22:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140311_001300.wav,42.868652840449705,2014,5a,266.5,2014-03-11 00:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140409_203200.wav,42.83163000439813,2014,6a,54.5,2014-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140324_192200.wav,42.822913147687736,2014,5a,25.5,2014-03-24 19:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/7-24-14/20140724_220900.wav,42.525695266434745,2014,4a,110.0,2014-07-24 22:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-31-14/20140403_202800.wav,42.43554896581062,2014,4a,32.5,2014-04-03 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140518_215900.wav,42.40380082354137,2014,4a,19.0,2014-05-18 21:59:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140325_002200.wav,42.3486023119175,2014,4a,264.0,2014-03-25 00:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140328_002400.wav,42.32324465919599,2014,6a,35.5,2014-03-28 00:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140515_205700.wav,42.28983492022097,2014,4a,190.5,2014-05-15 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140326_222300.wav,42.27706425330552,2014,6a,20.0,2014-03-26 22:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140409_213200.wav,42.2583179305266,2014,6a,49.0,2014-04-09 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/7-24-14/20140726_210800.wav,42.07665228027967,2014,6a,202.0,2014-07-26 21:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140326_192300.wav,42.03724335716347,2014,5a,128.0,2014-03-26 19:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140725_220800.wav,41.837205781455296,2014,5a,211.0,2014-07-25 22:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-24-14/20140324_222200.wav,41.81914898860114,2014,5a,283.0,2014-03-24 22:22:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-17-14/20140320_201900.wav,41.7075379910014,2014,6a,183.5,2014-03-20 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/3-10-14/20140312_201400.wav,41.63500399874941,2014,5a,231.0,2014-03-12 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-24-14/20140327_232400.wav,41.56739773687434,2014,4a,179.5,2014-03-27 23:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140517_005700.wav,41.54581910125419,2014,4a,84.5,2014-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-15-14/20140517_235800.wav,41.446503227743285,2014,4a,62.0,2014-05-17 23:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-2-14/20140606_000900.wav,41.44126120938872,2014,6a,173.5,2014-06-06 00:09:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140326_002300.wav,41.436797259666776,2014,6a,9.0,2014-03-26 00:23:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140327_232400.wav,41.26442612334715,2014,6a,90.5,2014-03-27 23:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/4-14-14/20140417_223800.wav,41.077866454021816,2014,5a,178.5,2014-04-17 22:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-19-14/20140620_201500.wav,41.04818949426668,2014,6a,228.0,2014-06-20 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/5-8-14/20140511_005300.wav,41.00699972506488,2014,4a,43.0,2014-05-11 00:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-17-14/20140720_201100.wav,41.00634141975426,2014,5a,203.5,2014-07-20 20:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/6-19-14/20140619_231500.wav,40.955913935616806,2014,4a,72.5,2014-06-19 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140319_001800.wav,40.84179606845753,2014,4a,227.0,2014-03-19 00:18:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140410_223300.wav,40.83278903334075,2014,4a,216.5,2014-04-10 22:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-14-14/20140415_223600.wav,40.8322196422824,2014,4a,201.5,2014-04-15 22:36:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-10-14/20140311_191300.wav,40.79853456244267,2014,6a,51.0,2014-03-11 19:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/4-7-14/20140410_213300.wav,40.748106862746845,2014,4a,15.0,2014-04-10 21:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/3-24-14/20140327_222400.wav,40.72975940626138,2014,6a,168.0,2014-03-27 22:24:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/5-8-14/20140509_195300.wav,40.62657388036528,2014,6a,132.0,2014-05-09 19:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/7-24-14/20140726_200800.wav,40.59861368996344,2014,5a,44.0,2014-07-26 20:08:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-7-14/20140408_233200.wav,40.47485889940708,2014,6a,106.5,2014-04-08 23:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140504_004800.wav,40.36991890554799,2014,5a,27.5,2014-05-04 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/4-14-14/20140416_193700.wav,40.288040404082295,2014,6a,209.0,2014-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/4a/3-17-14/20140320_201900.wav,40.21911416637297,2014,4a,58.0,2014-03-20 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/5a/5-2-14/20140503_004800.wav,40.178996029625495,2014,5a,2.5,2014-05-03 00:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2014/6a/6-2-14/20140604_200900.wav,40.16550369925128,2014,6a,251.0,2014-06-04 20:09:00
